dataset,threshold,k,frac_reads_unresolved,frac_reads_unknown_error,n_windows,frac_windows_fully_resolved,median_window_purity
080623_6D2S_qubit6,3 µs,2.0,0.9448384554767534,0.0,48,0.0,0.0
080623_6D2S_qubit6,4 µs,2.0,0.9558707643814027,0.0,210,0.0,0.0
080623_6D2S_qubit6,5 µs,2.0,0.8479117415287628,0.0,292,0.0,0.0
080623_6D2S_qubit6,6 µs,2.0,0.6910953506698188,0.0,249,0.004016064257028112,0.0
080623_6D2S_qubit6,7 µs,2.0,0.5713159968479118,0.0,183,0.01092896174863388,0.0
080623_6D2S_qubit6,8 µs,2.0,0.46256895193065406,0.0,147,0.013605442176870748,0.0
080623_6D2S_qubit6,9 µs,2.0,0.3798266351457841,0.0,118,0.00847457627118644,0.0
080623_6D2S_qubit6,10 µs,2.0,0.32387706855791965,0.0,0,,
090623_6D2S_qubit5,1 µs,0.5,0.02972027972027972,0.0,2,0.0,0.9703564257028112
090623_6D2S_qubit5,2 µs,0.5,0.04020979020979021,0.0,2,0.0,0.9600502008032128
090623_6D2S_qubit5,3 µs,0.5,0.12027972027972028,0.0,101,0.27722772277227725,0.9090909090909091
090623_6D2S_qubit5,4 µs,0.5,0.3832167832167832,0.0,584,0.2602739726027397,0.6
090623_6D2S_qubit5,5 µs,0.5,0.48566433566433564,0.0,667,0.1184407796101949,0.0
090623_6D2S_qubit5,6 µs,0.5,0.35454545454545455,0.0,494,0.018218623481781375,0.0
090623_6D2S_qubit5,7 µs,0.5,0.24335664335664337,0.0,340,0.020588235294117647,0.0
090623_6D2S_qubit5,8 µs,0.5,0.17797202797202796,0.0,255,0.01568627450980392,0.0
090623_6D2S_qubit5,9 µs,0.5,0.13496503496503495,0.0,212,0.014150943396226415,0.0
090623_6D2S_qubit5,10 µs,0.5,0.11958041958041958,0.0,0,,
090623_6D2S_qubit5,1 µs,1.0,0.08671328671328671,0.0,2,0.0,0.9131777108433734
090623_6D2S_qubit5,2 µs,1.0,0.10944055944055944,0.0,2,0.0,0.8895582329317269
090623_6D2S_qubit5,3 µs,1.0,0.4,0.0,101,0.0594059405940594,0.609375
090623_6D2S_qubit5,4 µs,1.0,0.8381118881118881,0.0,584,0.018835616438356163,0.0
090623_6D2S_qubit5,5 µs,1.0,0.6695804195804196,0.0,667,0.004497751124437781,0.0
090623_6D2S_qubit5,6 µs,1.0,0.4699300699300699,0.0,494,0.006072874493927126,0.0
090623_6D2S_qubit5,7 µs,1.0,0.33916083916083917,0.0,340,0.0058823529411764705,0.0
090623_6D2S_qubit5,8 µs,1.0,0.25874125874125875,0.0,255,0.00784313725490196,0.0
090623_6D2S_qubit5,9 µs,1.0,0.2013986013986014,0.0,212,0.009433962264150943,0.0
090623_6D2S_qubit5,10 µs,1.0,0.1646853146853147,0.0,0,,
090623_6D2S_qubit5,1 µs,2.0,0.2534965034965035,0.0,2,0.0,0.7417921686746989
090623_6D2S_qubit5,2 µs,2.0,0.47587412587412586,0.0,2,0.0,0.5165110441767068
090623_6D2S_qubit5,3 µs,2.0,0.9804195804195804,0.0,101,0.0,0.0
090623_6D2S_qubit5,4 µs,2.0,0.9454545454545454,0.0,584,0.003424657534246575,0.0
090623_6D2S_qubit5,5 µs,2.0,0.8083916083916084,0.0,667,0.0029985007496251873,0.0
090623_6D2S_qubit5,6 µs,2.0,0.6503496503496503,0.0,494,0.004048582995951417,0.0
090623_6D2S_qubit5,7 µs,2.0,0.5038461538461538,0.0,340,0.0029411764705882353,0.0
090623_6D2S_qubit5,8 µs,2.0,0.39825174825174825,0.0,255,0.00392156862745098,0.0
090623_6D2S_qubit5,9 µs,2.0,0.3265734265734266,0.0,212,0.0047169811320754715,0.0
090623_6D2S_qubit5,10 µs,2.0,0.27342657342657345,0.0,0,,
090623_6D2S_qubit6,1 µs,0.5,0.06787963610916725,0.0,2,0.0,0.9301828348452239
090623_6D2S_qubit6,2 µs,0.5,0.07977606717984605,0.0,2,0.0,0.9180833517710241
090623_6D2S_qubit6,3 µs,0.5,0.19489153254023792,0.0,147,0.17006802721088435,0.8285714285714286
090623_6D2S_qubit6,4 µs,0.5,0.4370188943317005,0.0,554,0.2111913357400722,0.5
090623_6D2S_qubit6,5 µs,0.5,0.533589923023093,0.0,684,0.11403508771929824,0.0
090623_6D2S_qubit6,6 µs,0.5,0.43981805458362494,0.0,614,0.04560260586319218,0.0
090623_6D2S_qubit6,7 µs,0.5,0.3355493351994402,0.0,484,0.022727272727272728,0.0
090623_6D2S_qubit6,8 µs,0.5,0.2627711686494052,0.0,390,0.03076923076923077,0.0
090623_6D2S_qubit6,9 µs,0.5,0.2165850244926522,0.0,333,0.018018018018018018,0.0
090623_6D2S_qubit6,10 µs,0.5,0.18859342197340798,0.0,0,,
090623_6D2S_qubit6,1 µs,1.0,0.14940517844646606,0.0,2,0.0,0.8482702093851198
090623_6D2S_qubit6,2 µs,1.0,0.19769069279216236,0.0,2,0.0,0.8004314419615021
090623_6D2S_qubit6,3 µs,1.0,0.5790762771168649,0.0,147,0.04081632653061224,0.4
090623_6D2S_qubit6,4 µs,1.0,0.7963610916724982,0.0,554,0.016245487364620937,0.0
090623_6D2S_qubit6,5 µs,1.0,0.71518544436669,0.0,684,0.007309941520467836,0.0
090623_6D2S_qubit6,6 µs,1.0,0.5706787963610916,0.0,614,0.013029315960912053,0.0
090623_6D2S_qubit6,7 µs,1.0,0.4377186843946816,0.0,484,0.02066115702479339,0.0
090623_6D2S_qubit6,8 µs,1.0,0.3547935619314206,0.0,390,0.015384615384615385,0.0
090623_6D2S_qubit6,9 µs,1.0,0.29426172148355495,0.0,333,0.006006006006006006,0.0
090623_6D2S_qubit6,10 µs,1.0,0.25787263820853745,0.0,0,,
090623_6D2S_qubit6,1 µs,2.0,0.381035689293212,0.0,2,0.0,0.6154192730856649
090623_6D2S_qubit6,2 µs,2.0,0.6840447865640308,0.0,2,0.0,0.3124107448156566
090623_6D2S_qubit6,3 µs,2.0,0.9485654303708887,0.0,147,0.0,0.0
090623_6D2S_qubit6,4 µs,2.0,0.9412176347095871,0.0,554,0.0,0.0
090623_6D2S_qubit6,5 µs,2.0,0.8414975507347796,0.0,684,0.005847953216374269,0.0
090623_6D2S_qubit6,6 µs,2.0,0.7123862841147656,0.0,614,0.006514657980456026,0.0
090623_6D2S_qubit6,7 µs,2.0,0.6053184044786564,0.0,484,0.006198347107438017,0.0
090623_6D2S_qubit6,8 µs,2.0,0.5052484254723583,0.0,390,0.005128205128205128,0.0
090623_6D2S_qubit6,9 µs,2.0,0.43351994401679494,0.0,333,0.0,0.0
090623_6D2S_qubit6,10 µs,2.0,0.3726382085374388,0.0,0,,
100423_6D2S_qubit1,1 µs,0.5,0.0004940711462450593,0.0,2,0.5,0.9996387283236994
100423_6D2S_qubit1,2 µs,0.5,0.0014822134387351778,0.0,2,0.0,0.9984962066473988
100423_6D2S_qubit1,3 µs,0.5,0.10276679841897234,0.0,76,0.27631578947368424,0.9285714285714286
100423_6D2S_qubit1,4 µs,0.5,0.3883399209486166,0.0,476,0.3172268907563025,0.3333333333333333
100423_6D2S_qubit1,5 µs,0.5,0.17144268774703558,0.0,157,0.08280254777070063,0.0
100423_6D2S_qubit1,6 µs,0.5,0.0691699604743083,0.0,52,0.0,0.0
100423_6D2S_qubit1,7 µs,0.5,0.03260869565217391,0.0,20,0.0,0.0
100423_6D2S_qubit1,8 µs,0.5,0.017786561264822136,0.0,9,0.0,0.0
100423_6D2S_qubit1,9 µs,0.5,0.010375494071146246,0.0,5,0.0,0.0
100423_6D2S_qubit1,10 µs,0.5,0.006422924901185771,0.0,0,,
100423_6D2S_qubit1,1 µs,1.0,0.003458498023715415,0.0,2,0.0,0.9966311416184971
100423_6D2S_qubit1,2 µs,1.0,0.008399209486166008,0.0,2,0.0,0.9900785765895954
100423_6D2S_qubit1,3 µs,1.0,0.3532608695652174,0.0,76,0.039473684210526314,0.6666666666666666
100423_6D2S_qubit1,4 µs,1.0,0.7050395256916996,0.0,476,0.008403361344537815,0.0
100423_6D2S_qubit1,5 µs,1.0,0.2974308300395257,0.0,157,0.0,0.0
100423_6D2S_qubit1,6 µs,1.0,0.12302371541501976,0.0,52,0.0,0.0
100423_6D2S_qubit1,7 µs,1.0,0.056818181818181816,0.0,20,0.0,0.0
100423_6D2S_qubit1,8 µs,1.0,0.03606719367588933,0.0,9,0.0,0.0
100423_6D2S_qubit1,9 µs,1.0,0.023221343873517788,0.0,5,0.0,0.0
100423_6D2S_qubit1,10 µs,1.0,0.01432806324110672,0.0,0,,
100423_6D2S_qubit1,1 µs,2.0,0.03162055335968379,0.0,2,0.0,0.9693190028901735
100423_6D2S_qubit1,2 µs,2.0,0.116600790513834,0.0,2,0.0,0.8895411849710982
100423_6D2S_qubit1,3 µs,2.0,0.9935770750988142,0.0,76,0.0,0.0
100423_6D2S_qubit1,4 µs,2.0,0.900691699604743,0.0,476,0.0,0.0
100423_6D2S_qubit1,5 µs,2.0,0.5247035573122529,0.0,157,0.0,0.0
100423_6D2S_qubit1,6 µs,2.0,0.26877470355731226,0.0,52,0.0,0.0
100423_6D2S_qubit1,7 µs,2.0,0.1432806324110672,0.0,20,0.0,0.0
100423_6D2S_qubit1,8 µs,2.0,0.08399209486166008,0.0,9,0.0,0.0
100423_6D2S_qubit1,9 µs,2.0,0.05138339920948617,0.0,5,0.0,0.0
100423_6D2S_qubit1,10 µs,2.0,0.037549407114624504,0.0,0,,
100723_6D2S_qubit4,1 µs,0.5,0.09161290322580645,0.0,2,0.0,0.9073700459019945
100723_6D2S_qubit4,2 µs,0.5,0.11870967741935484,0.0,2,0.0,0.8796562089556281
100723_6D2S_qubit4,3 µs,0.5,0.1870967741935484,0.0,17,0.058823529411764705,0.8157894736842105
100723_6D2S_qubit4,4 µs,0.5,0.447741935483871,0.0,117,0.18803418803418803,0.5
100723_6D2S_qubit4,5 µs,0.5,0.6270967741935484,0.0,174,0.04597701149425287,0.0
100723_6D2S_qubit4,6 µs,0.5,0.512258064516129,0.0,173,0.017341040462427744,0.0
100723_6D2S_qubit4,7 µs,0.5,0.4232258064516129,0.0,155,0.012903225806451613,0.0
100723_6D2S_qubit4,8 µs,0.5,0.36774193548387096,0.0,139,0.02158273381294964,0.0
100723_6D2S_qubit4,9 µs,0.5,0.3303225806451613,0.0,123,0.024390243902439025,0.0
100723_6D2S_qubit4,10 µs,0.5,0.30451612903225805,0.0,0,,
100723_6D2S_qubit4,1 µs,1.0,0.23741935483870968,0.0,2,0.0,0.7603177934545652
100723_6D2S_qubit4,2 µs,1.0,0.27741935483870966,0.0,2,0.0,0.7198218081865327
100723_6D2S_qubit4,3 µs,1.0,0.47870967741935483,0.0,17,0.0,0.5
100723_6D2S_qubit4,4 µs,1.0,0.9225806451612903,0.0,117,0.0,0.0
100723_6D2S_qubit4,5 µs,1.0,0.7741935483870968,0.0,174,0.0,0.0
100723_6D2S_qubit4,6 µs,1.0,0.6296774193548387,0.0,173,0.005780346820809248,0.0
100723_6D2S_qubit4,7 µs,1.0,0.5096774193548387,0.0,155,0.0064516129032258064,0.0
100723_6D2S_qubit4,8 µs,1.0,0.43870967741935485,0.0,139,0.014388489208633094,0.0
100723_6D2S_qubit4,9 µs,1.0,0.4,0.0,123,0.0,0.0
100723_6D2S_qubit4,10 µs,1.0,0.36,0.0,0,,
100723_6D2S_qubit4,1 µs,2.0,0.4374193548387097,0.0,2,0.0,0.5591783678388149
100723_6D2S_qubit4,2 µs,2.0,0.6270967741935484,0.0,2,0.0,0.37221913801741296
100723_6D2S_qubit4,3 µs,2.0,0.9922580645161291,0.0,17,0.0,0.0
100723_6D2S_qubit4,4 µs,2.0,0.9638709677419355,0.0,117,0.0,0.0
100723_6D2S_qubit4,5 µs,2.0,0.8877419354838709,0.0,174,0.0,0.0
100723_6D2S_qubit4,6 µs,2.0,0.7664516129032258,0.0,173,0.0,0.0
100723_6D2S_qubit4,7 µs,2.0,0.6593548387096774,0.0,155,0.0064516129032258064,0.0
100723_6D2S_qubit4,8 µs,2.0,0.5716129032258065,0.0,139,0.0,0.0
100723_6D2S_qubit4,9 µs,2.0,0.5070967741935484,0.0,123,0.0,0.0
100723_6D2S_qubit4,10 µs,2.0,0.45548387096774196,0.0,0,,
110723_6D2S_qubit3,1 µs,0.5,0.27133608004708654,0.0,9,0.3333333333333333,0.7385159010600707
110723_6D2S_qubit3,2 µs,0.5,0.4526191877575044,0.0,236,0.1271186440677966,0.5
110723_6D2S_qubit3,3 µs,0.5,0.6056503825779871,0.0,414,0.016908212560386472,0.0
110723_6D2S_qubit3,4 µs,0.5,0.48440258975868156,0.0,409,0.009779951100244499,0.0
110723_6D2S_qubit3,5 µs,0.5,0.39846968805179517,0.0,380,0.015789473684210527,0.0
110723_6D2S_qubit3,6 µs,0.5,0.34844025897586817,0.0,352,0.017045454545454544,0.0
110723_6D2S_qubit3,7 µs,0.5,0.32195409064155384,0.0,335,0.011940298507462687,0.0
110723_6D2S_qubit3,8 µs,0.5,0.3084167157151265,0.0,324,0.0030864197530864196,0.0
110723_6D2S_qubit3,9 µs,0.5,0.2942907592701589,0.0,314,0.0,0.0
110723_6D2S_qubit3,10 µs,0.5,0.2872277810476751,0.0,0,,
110723_6D2S_qubit3,1 µs,1.0,0.3761035903472631,0.0,9,0.3333333333333333,0.6307420494699647
110723_6D2S_qubit3,2 µs,1.0,0.8399058269570335,0.0,236,0.00423728813559322,0.0
110723_6D2S_qubit3,3 µs,1.0,0.6992348440258976,0.0,414,0.004830917874396135,0.0
110723_6D2S_qubit3,4 µs,1.0,0.5473808122424956,0.0,409,0.007334963325183374,0.0
110723_6D2S_qubit3,5 µs,1.0,0.4643908181283108,0.0,380,0.007894736842105263,0.0
110723_6D2S_qubit3,6 µs,1.0,0.4090641553855209,0.0,352,0.002840909090909091,0.0
110723_6D2S_qubit3,7 µs,1.0,0.37845791642142435,0.0,335,0.0029850746268656717,0.0
110723_6D2S_qubit3,8 µs,1.0,0.3507945850500294,0.0,324,0.0,0.0
110723_6D2S_qubit3,9 µs,1.0,0.33137139493819895,0.0,314,0.0,0.0
110723_6D2S_qubit3,10 µs,1.0,0.32195409064155384,0.0,0,,
110723_6D2S_qubit3,1 µs,2.0,0.7045320776927605,0.0,9,0.0,0.07142857142857142
110723_6D2S_qubit3,2 µs,2.0,0.9576221306650972,0.0,236,0.0,0.0
110723_6D2S_qubit3,3 µs,2.0,0.794585050029429,0.0,414,0.0,0.0
110723_6D2S_qubit3,4 µs,2.0,0.660977045320777,0.0,409,0.0024449877750611247,0.0
110723_6D2S_qubit3,5 µs,2.0,0.559152442613302,0.0,380,0.002631578947368421,0.0
110723_6D2S_qubit3,6 µs,2.0,0.5008828722778105,0.0,352,0.0,0.0
110723_6D2S_qubit3,7 µs,2.0,0.4514420247204238,0.0,335,0.0,0.0
110723_6D2S_qubit3,8 µs,2.0,0.4161271336080047,0.0,324,0.0,0.0
110723_6D2S_qubit3,9 µs,2.0,0.392583872866392,0.0,314,0.0,0.0
110723_6D2S_qubit3,10 µs,2.0,0.379635079458505,0.0,0,,
120423_6D2S_qubit1,1 µs,0.5,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1,2 µs,0.5,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1,3 µs,0.5,0.22809457579972184,0.0,92,0.41304347826086957,0.875
120423_6D2S_qubit1,4 µs,0.5,0.2141863699582754,0.0,74,0.25675675675675674,0.0
120423_6D2S_qubit1,5 µs,0.5,0.01808066759388039,0.0,5,0.2,0.0
120423_6D2S_qubit1,6 µs,0.5,0.005563282336578581,0.0,1,0.0,0.0
120423_6D2S_qubit1,7 µs,0.5,0.0013908205841446453,0.0,0,,
120423_6D2S_qubit1,8 µs,0.5,0.0,0.0,0,,
120423_6D2S_qubit1,9 µs,0.5,0.0,0.0,0,,
120423_6D2S_qubit1,10 µs,0.5,0.0,0.0,0,,
120423_6D2S_qubit1,1 µs,1.0,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1,2 µs,1.0,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1,3 µs,1.0,0.4714881780250348,0.0,92,0.15217391304347827,0.6125
120423_6D2S_qubit1,4 µs,1.0,0.38247566063977745,0.0,74,0.0,0.0
120423_6D2S_qubit1,5 µs,1.0,0.05006954102920723,0.0,5,0.0,0.0
120423_6D2S_qubit1,6 µs,1.0,0.009735744089012517,0.0,1,0.0,0.0
120423_6D2S_qubit1,7 µs,1.0,0.004172461752433936,0.0,0,,
120423_6D2S_qubit1,8 µs,1.0,0.0013908205841446453,0.0,0,,
120423_6D2S_qubit1,9 µs,1.0,0.0,0.0,0,,
120423_6D2S_qubit1,10 µs,1.0,0.0,0.0,0,,
120423_6D2S_qubit1,1 µs,2.0,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1,2 µs,2.0,0.005563282336578581,0.0,1,0.0,0.9944367176634215
120423_6D2S_qubit1,3 µs,2.0,0.9819193324061196,0.0,92,0.021739130434782608,0.0
120423_6D2S_qubit1,4 µs,2.0,0.6119610570236439,0.0,74,0.0,0.0
120423_6D2S_qubit1,5 µs,2.0,0.16828929068150209,0.0,5,0.0,0.0
120423_6D2S_qubit1,6 µs,2.0,0.03477051460361613,0.0,1,0.0,0.0
120423_6D2S_qubit1,7 µs,2.0,0.011126564673157162,0.0,0,,
120423_6D2S_qubit1,8 µs,2.0,0.005563282336578581,0.0,0,,
120423_6D2S_qubit1,9 µs,2.0,0.0013908205841446453,0.0,0,,
120423_6D2S_qubit1,10 µs,2.0,0.0013908205841446453,0.0,0,,
120423_6D2S_qubit1_after,1 µs,0.5,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1_after,2 µs,0.5,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1_after,3 µs,0.5,0.27014218009478674,0.0,37,0.43243243243243246,0.875
120423_6D2S_qubit1_after,4 µs,0.5,0.22274881516587677,0.0,21,0.23809523809523808,0.0
120423_6D2S_qubit1_after,5 µs,0.5,0.009478672985781991,0.0,0,,
120423_6D2S_qubit1_after,6 µs,0.5,0.0,0.0,0,,
120423_6D2S_qubit1_after,7 µs,0.5,0.0,0.0,0,,
120423_6D2S_qubit1_after,8 µs,0.5,0.0,0.0,0,,
120423_6D2S_qubit1_after,9 µs,0.5,0.0,0.0,0,,
120423_6D2S_qubit1_after,10 µs,0.5,0.0,0.0,0,,
120423_6D2S_qubit1_after,1 µs,1.0,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1_after,2 µs,1.0,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1_after,3 µs,1.0,0.4881516587677725,0.0,37,0.2972972972972973,0.6666666666666666
120423_6D2S_qubit1_after,4 µs,1.0,0.36018957345971564,0.0,21,0.0,0.0
120423_6D2S_qubit1_after,5 µs,1.0,0.037914691943127965,0.0,0,,
120423_6D2S_qubit1_after,6 µs,1.0,0.0,0.0,0,,
120423_6D2S_qubit1_after,7 µs,1.0,0.0,0.0,0,,
120423_6D2S_qubit1_after,8 µs,1.0,0.0,0.0,0,,
120423_6D2S_qubit1_after,9 µs,1.0,0.0,0.0,0,,
120423_6D2S_qubit1_after,10 µs,1.0,0.0,0.0,0,,
120423_6D2S_qubit1_after,1 µs,2.0,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1_after,2 µs,2.0,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1_after,3 µs,2.0,0.966824644549763,0.0,37,0.05405405405405406,0.0
120423_6D2S_qubit1_after,4 µs,2.0,0.5734597156398105,0.0,21,0.0,0.0
120423_6D2S_qubit1_after,5 µs,2.0,0.14691943127962084,0.0,0,,
120423_6D2S_qubit1_after,6 µs,2.0,0.014218009478672985,0.0,0,,
120423_6D2S_qubit1_after,7 µs,2.0,0.0,0.0,0,,
120423_6D2S_qubit1_after,8 µs,2.0,0.0,0.0,0,,
120423_6D2S_qubit1_after,9 µs,2.0,0.0,0.0,0,,
120423_6D2S_qubit1_after,10 µs,2.0,0.0,0.0,0,,
120423_6D2S_qubit1_before,1 µs,0.5,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1_before,2 µs,0.5,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1_before,3 µs,0.5,0.2106299212598425,0.0,56,0.4107142857142857,0.8660714285714286
120423_6D2S_qubit1_before,4 µs,0.5,0.2106299212598425,0.0,53,0.2641509433962264,0.0
120423_6D2S_qubit1_before,5 µs,0.5,0.021653543307086614,0.0,5,0.2,0.0
120423_6D2S_qubit1_before,6 µs,0.5,0.007874015748031496,0.0,1,0.0,0.0
120423_6D2S_qubit1_before,7 µs,0.5,0.001968503937007874,0.0,0,,
120423_6D2S_qubit1_before,8 µs,0.5,0.0,0.0,0,,
120423_6D2S_qubit1_before,9 µs,0.5,0.0,0.0,0,,
120423_6D2S_qubit1_before,10 µs,0.5,0.0,0.0,0,,
120423_6D2S_qubit1_before,1 µs,1.0,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1_before,2 µs,1.0,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1_before,3 µs,1.0,0.4645669291338583,0.0,56,0.07142857142857142,0.5539772727272727
120423_6D2S_qubit1_before,4 µs,1.0,0.39173228346456695,0.0,53,0.0,0.0
120423_6D2S_qubit1_before,5 µs,1.0,0.05511811023622047,0.0,5,0.0,0.0
120423_6D2S_qubit1_before,6 µs,1.0,0.013779527559055118,0.0,1,0.0,0.0
120423_6D2S_qubit1_before,7 µs,1.0,0.005905511811023622,0.0,0,,
120423_6D2S_qubit1_before,8 µs,1.0,0.001968503937007874,0.0,0,,
120423_6D2S_qubit1_before,9 µs,1.0,0.0,0.0,0,,
120423_6D2S_qubit1_before,10 µs,1.0,0.0,0.0,0,,
120423_6D2S_qubit1_before,1 µs,2.0,0.0,0.0,1,1.0,1.0
120423_6D2S_qubit1_before,2 µs,2.0,0.007874015748031496,0.0,1,0.0,0.9921259842519685
120423_6D2S_qubit1_before,3 µs,2.0,0.9881889763779528,0.0,56,0.0,0.0
120423_6D2S_qubit1_before,4 µs,2.0,0.6279527559055118,0.0,53,0.0,0.0
120423_6D2S_qubit1_before,5 µs,2.0,0.17716535433070865,0.0,5,0.0,0.0
120423_6D2S_qubit1_before,6 µs,2.0,0.04330708661417323,0.0,1,0.0,0.0
120423_6D2S_qubit1_before,7 µs,2.0,0.015748031496062992,0.0,0,,
120423_6D2S_qubit1_before,8 µs,2.0,0.007874015748031496,0.0,0,,
120423_6D2S_qubit1_before,9 µs,2.0,0.001968503937007874,0.0,0,,
120423_6D2S_qubit1_before,10 µs,2.0,0.001968503937007874,0.0,0,,
120423_6D2S_qubit5,1 µs,0.5,0.0125,0.0,1,0.0,0.9875
120423_6D2S_qubit5,2 µs,0.5,0.018055555555555554,0.0,1,0.0,0.9819444444444444
120423_6D2S_qubit5,3 µs,0.5,0.03611111111111111,0.0,5,0.2,0.966
120423_6D2S_qubit5,4 µs,0.5,0.2569444444444444,0.0,117,0.37606837606837606,0.8
120423_6D2S_qubit5,5 µs,0.5,0.40555555555555556,0.0,177,0.3389830508474576,0.5
120423_6D2S_qubit5,6 µs,0.5,0.3527777777777778,0.0,140,0.07142857142857142,0.0
120423_6D2S_qubit5,7 µs,0.5,0.24722222222222223,0.0,97,0.0,0.0
120423_6D2S_qubit5,8 µs,0.5,0.17083333333333334,0.0,66,0.0,0.0
120423_6D2S_qubit5,9 µs,0.5,0.13194444444444445,0.0,48,0.0,0.0
120423_6D2S_qubit5,10 µs,0.5,0.10277777777777777,0.0,0,,
120423_6D2S_qubit5,1 µs,1.0,0.04583333333333333,0.0,1,0.0,0.9541666666666667
120423_6D2S_qubit5,2 µs,1.0,0.0625,0.0,1,0.0,0.9375
120423_6D2S_qubit5,3 µs,1.0,0.12916666666666668,0.0,5,0.0,0.88
120423_6D2S_qubit5,4 µs,1.0,0.7430555555555556,0.0,117,0.02564102564102564,0.2
120423_6D2S_qubit5,5 µs,1.0,0.7194444444444444,0.0,177,0.005649717514124294,0.0
120423_6D2S_qubit5,6 µs,1.0,0.4986111111111111,0.0,140,0.0,0.0
120423_6D2S_qubit5,7 µs,1.0,0.35,0.0,97,0.0,0.0
120423_6D2S_qubit5,8 µs,1.0,0.24583333333333332,0.0,66,0.0,0.0
120423_6D2S_qubit5,9 µs,1.0,0.1875,0.0,48,0.0,0.0
120423_6D2S_qubit5,10 µs,1.0,0.15,0.0,0,,
120423_6D2S_qubit5,1 µs,2.0,0.1597222222222222,0.0,1,0.0,0.8402777777777778
120423_6D2S_qubit5,2 µs,2.0,0.26666666666666666,0.0,1,0.0,0.7333333333333333
120423_6D2S_qubit5,3 µs,2.0,0.8666666666666667,0.0,5,0.0,0.14893617021276595
120423_6D2S_qubit5,4 µs,2.0,0.9791666666666666,0.0,117,0.0,0.0
120423_6D2S_qubit5,5 µs,2.0,0.8597222222222223,0.0,177,0.0,0.0
120423_6D2S_qubit5,6 µs,2.0,0.6833333333333333,0.0,140,0.0,0.0
120423_6D2S_qubit5,7 µs,2.0,0.5166666666666667,0.0,97,0.0,0.0
120423_6D2S_qubit5,8 µs,2.0,0.3888888888888889,0.0,66,0.0,0.0
120423_6D2S_qubit5,9 µs,2.0,0.31527777777777777,0.0,48,0.0,0.0
120423_6D2S_qubit5,10 µs,2.0,0.24166666666666667,0.0,0,,
120423_6D2S_qubit6,1 µs,0.5,0.011157601115760111,0.0,1,0.0,0.9888423988842399
120423_6D2S_qubit6,2 µs,0.5,0.012552301255230125,0.0,1,0.0,0.9874476987447699
120423_6D2S_qubit6,3 µs,0.5,0.019525801952580194,0.0,3,0.0,0.9806338028169014
120423_6D2S_qubit6,4 µs,0.5,0.1603905160390516,0.0,58,0.41379310344827586,0.9188311688311688
120423_6D2S_qubit6,5 µs,0.5,0.40446304044630405,0.0,171,0.34502923976608185,0.5
120423_6D2S_qubit6,6 µs,0.5,0.3877266387726639,0.0,149,0.15436241610738255,0.0
120423_6D2S_qubit6,7 µs,0.5,0.28451882845188287,0.0,98,0.05102040816326531,0.0
120423_6D2S_qubit6,8 µs,0.5,0.18410041841004185,0.0,71,0.028169014084507043,0.0
120423_6D2S_qubit6,9 µs,0.5,0.1394700139470014,0.0,53,0.0,0.0
120423_6D2S_qubit6,10 µs,0.5,0.10739191073919108,0.0,0,,
120423_6D2S_qubit6,1 µs,1.0,0.044630404463040445,0.0,1,0.0,0.9553695955369595
120423_6D2S_qubit6,2 µs,1.0,0.0502092050209205,0.0,1,0.0,0.9497907949790795
120423_6D2S_qubit6,3 µs,1.0,0.07531380753138076,0.0,3,0.0,0.9333333333333333
120423_6D2S_qubit6,4 µs,1.0,0.5564853556485355,0.0,58,0.13793103448275862,0.46153846153846156
120423_6D2S_qubit6,5 µs,1.0,0.793584379358438,0.0,171,0.017543859649122806,0.0
120423_6D2S_qubit6,6 µs,1.0,0.5801952580195258,0.0,149,0.006711409395973154,0.0
120423_6D2S_qubit6,7 µs,1.0,0.37517433751743373,0.0,98,0.02040816326530612,0.0
120423_6D2S_qubit6,8 µs,1.0,0.27475592747559274,0.0,71,0.0,0.0
120423_6D2S_qubit6,9 µs,1.0,0.19386331938633194,0.0,53,0.0,0.0
120423_6D2S_qubit6,10 µs,1.0,0.1589958158995816,0.0,0,,
120423_6D2S_qubit6,1 µs,2.0,0.14086471408647142,0.0,1,0.0,0.8591352859135286
120423_6D2S_qubit6,2 µs,2.0,0.20641562064156208,0.0,1,0.0,0.793584379358438
120423_6D2S_qubit6,3 µs,2.0,0.6931659693165969,0.0,3,0.0,0.3028169014084507
120423_6D2S_qubit6,4 µs,2.0,0.9902370990237099,0.0,58,0.0,0.0
120423_6D2S_qubit6,5 µs,2.0,0.9246861924686193,0.0,171,0.0,0.0
