kind,arm,clock,n_target,shape,quantised,censoring_target,rho,b,check,calibration,variant,alpha,n_replicates,n_used,n_failed,n_failed_tau_only,rejection_rate,mc_se,mean_n_events,mean_n_segments,censoring_realised,mean_n_distinct_durations,mean_induced_lag1,fail_reason
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.7,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.223,0.01316324428095141,20.578,1.0,0.04634349800722959,20.578,0.0028813592278190358,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.7,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.176,0.012042591083317577,20.578,1.0,0.04634349800722959,20.578,0.0028813592278190358,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.7,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.262,0.013905250806799567,20.578,1.0,0.04634349800722959,20.578,0.0028813592278190358,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.7,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.216,0.013013224043256921,20.578,1.0,0.04634349800722959,20.578,0.0028813592278190358,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.7,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.05,0.006892024376045111,20.578,1.0,0.04634349800722959,20.578,0.0028813592278190358,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.7,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.034,0.005730968504537431,20.578,1.0,0.04634349800722959,20.578,0.0028813592278190358,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.7,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.034,0.005730968504537431,20.578,1.0,0.04634349800722959,20.578,0.0028813592278190358,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.7,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.19,0.012405643876881199,20.578,1.0,0.04634349800722959,20.578,0.0028813592278190358,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.7,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.161,0.011622349160131096,20.578,1.0,0.04634349800722959,20.578,0.0028813592278190358,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.85,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.12,0.010276186062932104,20.538,1.0,0.04642956634785031,20.538,-0.04451474212621185,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.85,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.079,0.008529888627643388,20.538,1.0,0.04642956634785031,20.538,-0.04451474212621185,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.85,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.131,0.010669536072388528,20.538,1.0,0.04642956634785031,20.538,-0.04451474212621185,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.85,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.09,0.009049861877399014,20.538,1.0,0.04642956634785031,20.538,-0.04451474212621185,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.85,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.046,0.006624499981130651,20.538,1.0,0.04642956634785031,20.538,-0.04451474212621185,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.85,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.048,0.006759881655768835,20.538,1.0,0.04642956634785031,20.538,-0.04451474212621185,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.85,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.055,0.00720936890441875,20.538,1.0,0.04642956634785031,20.538,-0.04451474212621185,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.85,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.111,0.00993373041711924,20.538,1.0,0.04642956634785031,20.538,-0.04451474212621185,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,0.85,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.072,0.008174105455644672,20.538,1.0,0.04642956634785031,20.538,-0.04451474212621185,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.2,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.079,0.008529888627643388,20.426,1.0,0.04667226733874732,20.426,-0.0629602371900866,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.2,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.077,0.00843036179532053,20.426,1.0,0.04667226733874732,20.426,-0.0629602371900866,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.2,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.07,0.008068457101577725,20.426,1.0,0.04667226733874732,20.426,-0.0629602371900866,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.2,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.07,0.008068457101577725,20.426,1.0,0.04667226733874732,20.426,-0.0629602371900866,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.2,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.043,0.006414904519944158,20.426,1.0,0.04667226733874732,20.426,-0.0629602371900866,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.2,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.04,0.0061967733539318665,20.426,1.0,0.04667226733874732,20.426,-0.0629602371900866,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.2,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.049,0.006826346021115542,20.426,1.0,0.04667226733874732,20.426,-0.0629602371900866,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.2,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.078,0.008480330182251162,20.426,1.0,0.04667226733874732,20.426,-0.0629602371900866,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.2,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.078,0.008480330182251162,20.426,1.0,0.04667226733874732,20.426,-0.0629602371900866,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.5,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.184,0.012253326079069307,20.572,1.0,0.04635638791025404,20.572,-0.02145103723171985,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.5,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.192,0.012455360291858283,20.572,1.0,0.04635638791025404,20.572,-0.02145103723171985,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.5,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.159,0.011563693181678594,20.572,1.0,0.04635638791025404,20.572,-0.02145103723171985,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.5,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.167,0.01179453263168999,20.572,1.0,0.04635638791025404,20.572,-0.02145103723171985,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.5,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.053,0.00708456067798138,20.572,1.0,0.04635638791025404,20.572,-0.02145103723171985,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.5,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.04,0.0061967733539318665,20.572,1.0,0.04635638791025404,20.572,-0.02145103723171985,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.5,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.036,0.005891010100144117,20.572,1.0,0.04635638791025404,20.572,-0.02145103723171985,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.5,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.165,0.011737759581794134,20.572,1.0,0.04635638791025404,20.572,-0.02145103723171985,
power,D_trp_power_law,in_spec,20,0.75,False,0.0,,1.5,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.195,0.012528966437819204,20.572,1.0,0.04635638791025404,20.572,-0.02145103723171985,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.05,,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.07,0.008068457101577725,20.574,1.0,0.046352090479280614,20.574,-0.01682827309478457,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.05,,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.042,0.0063431853196954605,20.574,1.0,0.046352090479280614,20.574,-0.01682827309478457,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.05,,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.07,0.008068457101577725,20.574,1.0,0.046352090479280614,20.574,-0.01682827309478457,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.05,,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.047,0.006692607862410586,20.574,1.0,0.046352090479280614,20.574,-0.01682827309478457,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.05,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.045,0.0065555320150236475,20.574,1.0,0.046352090479280614,20.574,-0.01682827309478457,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.05,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.05,0.006892024376045111,20.574,1.0,0.046352090479280614,20.574,-0.01682827309478457,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.05,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.046,0.006624499981130651,20.574,1.0,0.046352090479280614,20.574,-0.01682827309478457,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.05,,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.071,0.008121514637061242,20.574,1.0,0.046352090479280614,20.574,-0.01682827309478457,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.05,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.049,0.006826346021115542,20.574,1.0,0.046352090479280614,20.574,-0.01682827309478457,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.1,,c1_lewis_robinson,asymptotic,,0.05,1000,999,1,0,0.09009009009009009,0.009058472370070401,20.46946946946947,1.0,0.04657776948899664,20.46946946946947,0.0153321800925669,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.1,,c1_lewis_robinson,permutation,,0.05,1000,999,1,0,0.07207207207207207,0.008181970003149764,20.46946946946947,1.0,0.04657776948899664,20.46946946946947,0.0153321800925669,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.1,,c2_anderson_darling,asymptotic,,0.05,1000,999,1,0,0.0960960960960961,0.009324622512261937,20.46946946946947,1.0,0.04657776948899664,20.46946946946947,0.0153321800925669,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.1,,c2_anderson_darling,permutation,,0.05,1000,999,1,0,0.07607607607607608,0.008388019169657023,20.46946946946947,1.0,0.04657776948899664,20.46946946946947,0.0153321800925669,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.1,,c5_rank_autocorr,permutation,studentized,0.05,1000,999,1,0,0.035035035035035036,0.00581733811789437,20.46946946946947,1.0,0.04657776948899664,20.46946946946947,0.0153321800925669,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.1,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,999,1,0,0.03003003003003003,0.005399757838193919,20.46946946946947,1.0,0.04657776948899664,20.46946946946947,0.0153321800925669,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.1,,c6_exchangeability,permutation,,0.05,1000,999,1,0,0.03303303303303303,0.005654540263121207,20.46946946946947,1.0,0.04657776948899664,20.46946946946947,0.0153321800925669,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.1,,cvm_cramer_von_mises,asymptotic,,0.05,1000,999,1,0,0.08808808808808809,0.008967105765568074,20.46946946946947,1.0,0.04657776948899664,20.46946946946947,0.0153321800925669,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.1,,cvm_cramer_von_mises,permutation,,0.05,1000,999,1,0,0.07107107107107107,0.008129333305251403,20.46946946946947,1.0,0.04657776948899664,20.46946946946947,0.0153321800925669,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.15,,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.106,0.009734680272099337,20.404,1.0,0.04672023920762474,20.404,0.05267016395409803,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.15,,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.081,0.008627803892068943,20.404,1.0,0.04672023920762474,20.404,0.05267016395409803,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.15,,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.112,0.00997276290703835,20.404,1.0,0.04672023920762474,20.404,0.05267016395409803,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.15,,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.089,0.00900438781928011,20.404,1.0,0.04672023920762474,20.404,0.05267016395409803,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.15,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.064,0.007739767438366608,20.404,1.0,0.04672023920762474,20.404,0.05267016395409803,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.15,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.048,0.006759881655768835,20.404,1.0,0.04672023920762474,20.404,0.05267016395409803,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.15,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.053,0.00708456067798138,20.404,1.0,0.04672023920762474,20.404,0.05267016395409803,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.15,,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.1,0.009486832980505138,20.404,1.0,0.04672023920762474,20.404,0.05267016395409803,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.15,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.093,0.009184280047995052,20.404,1.0,0.04672023920762474,20.404,0.05267016395409803,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.2,,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.116,0.010126401137620413,20.749,1.0,0.04597912547703343,20.749,0.08580224714541765,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.2,,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.098,0.009401914698613257,20.749,1.0,0.04597912547703343,20.749,0.08580224714541765,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.2,,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.132,0.010704017937204702,20.749,1.0,0.04597912547703343,20.749,0.08580224714541765,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.2,,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.121,0.010313049985334114,20.749,1.0,0.04597912547703343,20.749,0.08580224714541765,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.2,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.064,0.007739767438366608,20.749,1.0,0.04597912547703343,20.749,0.08580224714541765,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.2,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.06,0.007509993342207435,20.749,1.0,0.04597912547703343,20.749,0.08580224714541765,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.2,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.057,0.007331507348424334,20.749,1.0,0.04597912547703343,20.749,0.08580224714541765,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.2,,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.12,0.010276186062932104,20.749,1.0,0.04597912547703343,20.749,0.08580224714541765,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.2,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.111,0.00993373041711924,20.749,1.0,0.04597912547703343,20.749,0.08580224714541765,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.3,,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.14,0.010972693379476163,20.773,1.0,0.04592844348505029,20.773,0.17144428884370932,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.3,,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.121,0.010313049985334114,20.773,1.0,0.04592844348505029,20.773,0.17144428884370932,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.3,,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.173,0.011961229033840962,20.773,1.0,0.04592844348505029,20.773,0.17144428884370932,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.3,,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.149,0.01126050620531777,20.773,1.0,0.04592844348505029,20.773,0.17144428884370932,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.3,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.112,0.00997276290703835,20.773,1.0,0.04592844348505029,20.773,0.17144428884370932,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.3,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.076,0.008379976133617566,20.773,1.0,0.04592844348505029,20.773,0.17144428884370932,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.3,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.079,0.008529888627643388,20.773,1.0,0.04592844348505029,20.773,0.17144428884370932,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.3,,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.154,0.011414201680362931,20.773,1.0,0.04592844348505029,20.773,0.17144428884370932,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.3,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.152,0.011353237423748346,20.773,1.0,0.04592844348505029,20.773,0.17144428884370932,
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.5,,c1_lewis_robinson,asymptotic,,0.05,1000,999,1,0,0.23723723723723725,0.013458709721687764,21.324324324324323,1.0,0.044794188861985475,21.324324324324323,0.2993450728174852,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.5,,c1_lewis_robinson,permutation,,0.05,1000,999,1,0,0.2092092092092092,0.012868812000863953,21.324324324324323,1.0,0.044794188861985475,21.324324324324323,0.2993450728174852,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.5,,c2_anderson_darling,asymptotic,,0.05,1000,999,1,0,0.28928928928928926,0.014345968186043846,21.324324324324323,1.0,0.044794188861985475,21.324324324324323,0.2993450728174852,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.5,,c2_anderson_darling,permutation,,0.05,1000,999,1,0,0.2552552552552553,0.013794575028613596,21.324324324324323,1.0,0.044794188861985475,21.324324324324323,0.2993450728174852,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.5,,c5_rank_autocorr,permutation,studentized,0.05,1000,999,1,0,0.2652652652652653,0.01396763040060918,21.324324324324323,1.0,0.044794188861985475,21.324324324324323,0.2993450728174852,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.5,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,999,1,0,0.2082082082082082,0.012846111194277877,21.324324324324323,1.0,0.044794188861985475,21.324324324324323,0.2993450728174852,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.5,,c6_exchangeability,permutation,,0.05,1000,999,1,0,0.2072072072072072,0.012823291983960384,21.324324324324323,1.0,0.044794188861985475,21.324324324324323,0.2993450728174852,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.5,,cvm_cramer_von_mises,asymptotic,,0.05,1000,999,1,0,0.26326326326326327,0.013933767162780768,21.324324324324323,1.0,0.044794188861985475,21.324324324324323,0.2993450728174852,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,E_copula_ar1_durations,in_spec,20,0.75,False,0.0,0.5,,cvm_cramer_von_mises,permutation,,0.05,1000,999,1,0,0.24124124124124124,0.013536141691690583,21.324324324324323,1.0,0.044794188861985475,21.324324324324323,0.2993450728174852,ValueError: no usable lag: segment sizes [2] give fewer than 2 within-segment pairs even at lag 1. A record of very short segments carries no ordering informati
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.7,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.382,0.01536476488593301,19.861,1.0,0.04793634053976319,19.861,0.10699129196079965,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.7,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.353,0.015112610628213776,19.861,1.0,0.04793634053976319,19.861,0.10699129196079965,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.7,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.433,0.015668790636165893,19.861,1.0,0.04793634053976319,19.861,0.10699129196079965,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.7,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.393,0.015445096309184997,19.861,1.0,0.04793634053976319,19.861,0.10699129196079965,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.7,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.095,0.00927227048785787,19.861,1.0,0.04793634053976319,19.861,0.10699129196079965,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.7,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.06,0.007509993342207435,19.861,1.0,0.04793634053976319,19.861,0.10699129196079965,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.7,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.076,0.008379976133617566,19.861,1.0,0.04793634053976319,19.861,0.10699129196079965,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.7,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.367,0.015241751867813621,19.861,1.0,0.04793634053976319,19.861,0.10699129196079965,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.7,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.335,0.014925649064613574,19.861,1.0,0.04793634053976319,19.861,0.10699129196079965,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.85,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.101,0.009528850927577786,19.598,1.0,0.04854840275754928,19.598,-0.02571270099636847,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.85,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.082,0.008676174272108648,19.598,1.0,0.04854840275754928,19.598,-0.02571270099636847,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.85,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.122,0.010349685985574635,19.598,1.0,0.04854840275754928,19.598,-0.02571270099636847,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.85,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.09,0.009049861877399014,19.598,1.0,0.04854840275754928,19.598,-0.02571270099636847,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.85,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.046,0.006624499981130651,19.598,1.0,0.04854840275754928,19.598,-0.02571270099636847,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.85,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.041,0.006270486424512854,19.598,1.0,0.04854840275754928,19.598,-0.02571270099636847,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.85,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.045,0.0065555320150236475,19.598,1.0,0.04854840275754928,19.598,-0.02571270099636847,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.85,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.099,0.009444522221901964,19.598,1.0,0.04854840275754928,19.598,-0.02571270099636847,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,0.85,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.077,0.00843036179532053,19.598,1.0,0.04854840275754928,19.598,-0.02571270099636847,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,1.2,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.2,0.01264911064067352,19.691,1.0,0.04833019187086173,19.691,-0.0260649501205703,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,1.2,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.169,0.011850696182081457,19.691,1.0,0.04833019187086173,19.691,-0.0260649501205703,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,1.2,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.206,0.0127892142057282,19.691,1.0,0.04833019187086173,19.691,-0.0260649501205703,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,1.2,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.163,0.011680368144883106,19.691,1.0,0.04833019187086173,19.691,-0.0260649501205703,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,1.2,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.05,0.006892024376045111,19.691,1.0,0.04833019187086173,19.691,-0.0260649501205703,
power,D_trp_power_law,in_spec,20,1.5,False,0.0,,1.2,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.039,0.006122009474020765,19.691,1.0,0.04833019187086173,19.691,-0.0260649501205703,
